,Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
7180,Greenr Cafe,New Delhi,"416, Gora Street, Behind Dada Jungi House, Shahpur Jat, New Delhi",Shahpur Jat,Cafe,1100,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent,112,India
7181,Boom Food,New Delhi,"193, Shahpur Jat, New Delhi",Shahpur Jat,"Asian, North Indian",1100,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,56,India
7182,Cafe Red,New Delhi,"5-G, Dada Jungi House, Shahpur Jat, New Delhi",Shahpur Jat,Cafe,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,260,India
7183,Hyderabad House,New Delhi,"253, Shahpur Jat, New Delhi",Shahpur Jat,"Hyderabadi, North Indian",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,67,India
7184,Le ROFL,New Delhi,"Shop 113, Shahpur Jat, New Delhi",Shahpur Jat,"Cafe, Continental, Chinese, Italian",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,177,India
7185,Ma Cuisine,New Delhi,"Plot 38-A, DDA Flats, Shahpur Jat, New Delhi",Shahpur Jat,"North Indian, Continental, Salad",400,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,43,India
7186,Mumbai Matinee,New Delhi,"4-A, 2nd Floor, Opposite Tohfe Wala Gumbad, Shahpur Jat, New Delhi",Shahpur Jat,"North Indian, Italian, Continental",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,84,India
7187,Old Town Cafe,New Delhi,"111, Shahpur Jat, New Delhi",Shahpur Jat,Cafe,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,119,India
7188,Spanish Delights,New Delhi,"118, Shahpur Jat, New Delhi",Shahpur Jat,Ice Cream,200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,23,India
7189,Sweet Nothings By Avanti Mathur,New Delhi,"Shahpur Jat, New Delhi",Shahpur Jat,"Desserts, Bakery",600,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,40,India
7190,Threads,New Delhi,"253, Ground Floor, Shahpur Jat, New Delhi",Shahpur Jat,Cafe,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,59,India
7191,Bats On Delivery,New Delhi,"252-1/B, Shahpur Jat, New Delhi",Shahpur Jat,"North Indian, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,82,India
7192,Asia Central,New Delhi,"Shahpur Jat, New Delhi",Shahpur Jat,"Asian, Chinese, Thai, Vietnamese",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.2,Green,Very Good,264,India
7193,Biryani By Kilo,New Delhi,"Shahpur Jat, New Delhi",Shahpur Jat,"Biryani, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,24,India
7194,Cafe 5H By The Kitchen Connect,New Delhi,"5-H, 1st Floor, Jungi House, Shahpur Jat, New Delhi",Shahpur Jat,"Cafe, Continental, Italian",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,88,India
7195,Hearken Cafí©,New Delhi,"5th Floor, 119- Sishan House, Shahpur Jat, New Delhi",Shahpur Jat,Cafe,900,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,55,India
7196,Puppychino,New Delhi,"3rd Floor, 119, Shishan Bhawan, Shahpur Jat, New Delhi",Shahpur Jat,"Cafe, Continental, Italian",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.4,Green,Very Good,165,India
7197,Remember Me Cafí©,New Delhi,"JP House, 1st Floor, 118, Near Asain Games Village, Shahpur Jat, New Delhi",Shahpur Jat,"Cafe, Continental, Italian, Mexican",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,134,India
7198,Sugarama Patisserie,New Delhi,"87, Shahpur Jat, New Delhi",Shahpur Jat,"Bakery, Desserts",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,292,India
7199,The Last Mughal (TLM),New Delhi,"Shahpur Jat, New Delhi",Shahpur Jat,"North Indian, Mughlai",750,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,52,India
7200,The Mad Teapot/The Wishing Chair,New Delhi,"86-A, Shahpur Jat, New Delhi",Shahpur Jat,"Cafe, Bakery, Italian",1000,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,251,India
7201,Fusion Dosa Cafe,New Delhi,"Main Market, Shakarpur, New Delhi",Shakarpur,"South Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,India
7202,Goyal Eating Point,New Delhi,"R 4, Main Market, Shakarpur, New Delhi",Shakarpur,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11,India
7203,Haveliram,New Delhi,"WZ 3535/1,  Raja Park, Mahindra Park, Rani Bagh, Shakarpur, New Delhi",Shakarpur,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,India
7204,Meet You There,New Delhi,"House 54-A, H Block, Main Market, Shakarpur, New Delhi",Shakarpur,"Chinese, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,94,India
7205,Shree Bhog Pure Veg Restaurant,New Delhi,"S-3A, School Block, Shakarpur, New Delhi",Shakarpur,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,7,India
7206,The Crust,New Delhi,"WA-116/A, Main Mother Dairy Road, Shakarpur, New Delhi",Shakarpur,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,16,India
7207,Vijay Eating Point,New Delhi,"S-562, School Block, Shakarpur, New Delhi",Shakarpur,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India
7208,Aggarwal Bikaner Sweets,New Delhi,"Main Mother Dairy Road, Shakarpur, New Delhi",Shakarpur,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7209,Bikaner Sweets & Restaurant,New Delhi,"R-3, Rita Block, Main Market, Shakarpur, New Delhi Shakarpur",Shakarpur,"Desserts, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7210,Cafe Coffee Day,New Delhi,"District Centre, B2, NDM 1, Shakarpur, New Delhi",Shakarpur,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7211,Cake'ry,New Delhi,"B-125 Main Market, Shakarpur, New Delhi",Shakarpur,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
7212,Come 'n' Eat,New Delhi,"Main Market, Shakarpur, New Delhi",Shakarpur,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7213,Darbar Chicken Corner,New Delhi,"Near Baba Banquet Hall, Shakarpur, New Delhi",Shakarpur,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,3,India
7214,Food Care,New Delhi,"WA-86, Main Road, Shakarpur, New Delhi",Shakarpur,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7215,Himalaya Momos,New Delhi,"A-1, Main Market, Shakarpur, New Delhi",Shakarpur,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7216,Hirdesh Eating Point,New Delhi,"Main Market, Near Eating Point, Shakarpur, New Delhi",Shakarpur,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7217,Joshi Eating House,New Delhi,"Main Market, Shakarpur, New Delhi",Shakarpur,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7218,Just Veg,New Delhi,"A 422, Gali 1, Ganesh Nagar 2, Shakarpur, New Delhi",Shakarpur,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7219,Natural Pizza Hub & Food Court,New Delhi,"R-70, Main Market, Shakarpur, New Delhi",Shakarpur,Pizza,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7220,Pawar's Food Court Inc.,New Delhi,"R-18, Main Market, Shakarpur, New Delhi",Shakarpur,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7221,Rajesh Eating Corner,New Delhi,"Shakarpur, New Delhi",Shakarpur,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7222,Raju Ice Cream Parlor,New Delhi,"Near Laxmi Nagar Metro Station, Shakarpur, New Delhi",Shakarpur,"Pizza, Ice Cream",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7223,Sangam Ratna,New Delhi,"H-52, Main Market, Shakarpur, New Delhi",Shakarpur,South Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7224,Tandoor & Curry Restaurant,New Delhi,"S-547, School Block, Shakarpur, New Delhi Shakarpur",Shakarpur,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7225,Uttarakhand Eating Point,New Delhi,"A-4, Sanjay Park, Main Market,   Shakarpur, Shakarpur, New Delhi",Shakarpur,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7226,Uttranchal Eating Point,New Delhi,"S-193, School Block, Shakarpur, New Delhi",Shakarpur,"North Indian, Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7227,Yummy Rasoi,New Delhi,"School Block, Shakarpur, New Delhi",Shakarpur,"North Indian, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7228,Aggarwal Restaurant,New Delhi,"13, BF Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14,India
7229,Ane China,New Delhi,"AL Market, Shopping Centre, Shalimar Bagh, New Delhi",Shalimar Bagh,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,11,India
7230,Arora's Veg. Corner,New Delhi,"1, A Block Market, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,18,India
7231,Ashu Thali Wala,New Delhi,"BK 1/3, Block BK 1, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,11,India
7232,Bangla Sweets & Pastry Shop,New Delhi,"38 & 39, AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8,India
7233,Baskin Robbins,New Delhi,"BN Block, Shopping Complex, Shalimar Bagh, New Delhi",Shalimar Bagh,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,21,India
7234,Believe in Taste,New Delhi,"G-19, BB Block, Vardhaman Complex, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,7,India
7235,Bharat Sweet House,New Delhi,"AB-9, Opposite MTNL Office, Shalimar Bagh, New Delhi",Shalimar Bagh,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,8,India
7236,Bikaner Kesarvala,New Delhi,"3-4, BN Block Market, LSC, Shalimar Bagh, New Delhi",Shalimar Bagh,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,24,India
7237,Cafe Coffee Day,New Delhi,"Inside MAX Hospital, FC-50, C & D Block, Shalimar Bagh, New Delhi",Shalimar Bagh,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,5,India
7238,Chawla's Chic Inn,New Delhi,"BT Market, Near DAV School, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average,71,India
7239,Chhappan Bhog,New Delhi,"Shop 2, AD Market, Near MTNL Office, Shalimar Bagh, New Delhi",Shalimar Bagh,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,9,India
7240,Chinese Hut Fast Food,New Delhi,"AL Market, Shopping Center, Shalimar Bagh, New Delhi",Shalimar Bagh,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,13,India
7241,Domino's Pizza,New Delhi,"3, Ground Floor & 1st Floor, Plot 5, BN Block, Local Shopping Centre, Shalimar Bagh, New Delhi",Shalimar Bagh,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,28,India
7242,Frontier,New Delhi,"AL-142, Shalimar Bagh, New Delhi",Shalimar Bagh,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10,India
7243,Giani,New Delhi,"Shop 4, BN Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,India
7244,Hot Pot Snacks,New Delhi,"66, 1st Floor, AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,53,India
7245,Keventers,New Delhi,"G2, Plot 4, Aggarwal Tower, BN Block, Shalimar Bagh, New Delhi",Shalimar Bagh,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,4,India
7246,Kishan Dhaba,New Delhi,"Near Hanuman Mandir, AL Market, New Dekhi, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,India
7247,Madras Dosa & Chinese,New Delhi,"11, Near AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,91,India
7248,Mehfil Tawa Tandoor,New Delhi,"16, CC Block DDA Market, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,India
7249,Mitthu Tikki Wala,New Delhi,"BN-13, Local Shopping Centre, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Street Food, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,21,India
7250,Mitthu Tikki Wala,New Delhi,"SE 42, Near BW Block, Shalimar Bagh, New Delhi",Shalimar Bagh,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,46,India
7251,Pandit Ji Ka Dhaba,New Delhi,"Main Market, Near Hanuman Mandir, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,India
7252,Punjabi Angeethi,New Delhi,"AL- 85, AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, South Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,28,India
7253,Ram Chinese Food,New Delhi,"BB-80/A, West Shalimar Bagh, Shalimar Bagh, New Delhi",Shalimar Bagh,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,23,India
7254,Sardar Ji Punjabi Jayeka,New Delhi,"U&V Block, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Mughlai",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India
7255,SFC,New Delhi,"BR  Block, KL Bagga Marg, Near Jhule Lal Mandir, Shalimar Bagh, New Delhi",Shalimar Bagh,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11,India
7256,SGF - Spice Grill Flame,New Delhi,"BK-90, Near Jhulelal Mandir, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,4,India
7257,Shalimar Vyanjan,New Delhi,"Shop 2, Anshul Plaza, AL Block, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,9,India
7258,Shri Rudram,New Delhi,"AA-13, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,5,India
7259,Smile Bakers,New Delhi,"Shop 9, BD Block, Som Bazar Road, Shalimar Bagh, New Delhi",Shalimar Bagh,"Bakery, Desserts, Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,12,India
7260,Spice Sea,New Delhi,"C 19-20-21, CC Block Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,13,India
7261,Street 5,New Delhi,"BQ Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,10,India
7262,Subs n Shakes,New Delhi,"6, BN Block Market, Vardhman Prime Plaza, Shalimar Bagh, New Delhi",Shalimar Bagh,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,4,India
7263,Subway,New Delhi,"AG-44, Near A.L. Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,46,India
7264,Twenty Four Seven,New Delhi,"AB-13, Upper Ground Floor, Shalimar Bagh, New Delhi",Shalimar Bagh,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,21,India
7265,Wah G Wah,New Delhi,"A J 24, Central Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,7,India
7266,Aman-Deep Pure Veg,New Delhi,"Shop G-3, BN Block Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,79,India
7267,Kwality Pastry Parlour,New Delhi,"3, AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,51,India
7268,McDonald's,New Delhi,"2, B-Block Community Centre, Shalimar Bagh, New Delhi",Shalimar Bagh,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,39,India
7269,Nagpal's,New Delhi,"G 1, BB Block, Vardhman Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Street Food, North Indian",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,31,India
7270,Peshawari's Deluxe,New Delhi,"AJ-64/A, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,195,India
7271,Slic Chic,New Delhi,"Shop 3, BS Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Chinese, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,178,India
7272,Standard Ice Cream,New Delhi,"BL Block, Shalimar Bagh, New Delhi",Shalimar Bagh,"Desserts, Ice Cream",100,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,31,India
7273,Aunty Chings Fast Food,New Delhi,"Shop 11, AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7274,Baba Chaap Wala,New Delhi,"Shop 18, BP Market, Club Road, Shalimar Bagh, New Delhi",Shalimar Bagh,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7275,Cafe Coffee Day,New Delhi,"Ground Floor, Fortis Hospital, Shalimar Bagh, New Delhi",Shalimar Bagh,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7276,Chick N Grills,New Delhi,"AE-6, Main Road, Shalimar Bagh, New Delhi",Shalimar Bagh,"Mughlai, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
7277,Choc-oholic,New Delhi,"Shalimar Bagh, New Delhi",Shalimar Bagh,Desserts,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7278,Da Pizza Palace,New Delhi,"A1/11, LSC Market, Near SBI Bank, Main Road, Shalimar Bagh, New Delhi",Shalimar Bagh,Pizza,500,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,1,India
7279,Dosa Junction,New Delhi,"SE-20, Singal Pur, Shalimar Bagh, New Delhi",Shalimar Bagh,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
7280,Ganga Food Factory,New Delhi,"B-70X, DDA Flat, Jahangir Puri, Near Shalimar Bagh, New Delhi",Shalimar Bagh,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7281,Hot Wok,New Delhi,"Gate 1, BC Block, Near Fortis Hospital, Shalimar Bagh, New Delhi",Shalimar Bagh,"Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
7282,Ichak Dana,New Delhi,"AP 85, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Awadhi",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7283,Madras Dosa & Chinese,New Delhi,"Shop 6, BN Block Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
7284,Mashoor Gulati,New Delhi,"AJ-64, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,2,India
7285,Nidhi's Cake Lounge,New Delhi,"2nd Floor, BH-412, Shalimar Bagh, New Delhi",Shalimar Bagh,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7286,Night Diner,New Delhi,"Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7287,Nirula's Ice Cream,New Delhi,"Ground Floor, House 10, Shalimar Bagh, New Delhi",Shalimar Bagh,"Ice Cream, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
7288,Niti Shake & Ice Cream Hub,New Delhi,"G-1, Vardhman Market, CSC, BB Block, Shalimar Bagh, New Delhi",Shalimar Bagh,"Desserts, Beverages",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7289,Raja Chinese Foods & Snacks,New Delhi,"Shop 17, BP Market, Club Road, Shalimar Bagh, New Delhi",Shalimar Bagh,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7290,Royal Chicken Corner,New Delhi,"B-4/15A, Main Road, Keshav Puram, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7291,Shalimar Food,New Delhi,"24, CC Block, DDA Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7292,Shalimar Vyanjan,New Delhi,"AJ-64/A, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
7293,The Urban Canteen,New Delhi,"Shop 13, BP Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
7294,Ever Bake,New Delhi,"BN-2, Central Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Bakery, Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,4.0,Green,Very Good,371,India
7295,Grappa - Shangri-La's - Eros Hotel,New Delhi,"Shangri-La's Eros Hotel, 19, Ashoka Road, Janpath, New Delhi","Shangri La's - Eros hotel, Janpath","Pizza, Salad, Finger Food",3500,Indian Rupees(Rs.),Yes,No,No,No,4,3.4,Orange,Average,27,India
7296,Shang Palace - Shangri-La's Eros Hotel,New Delhi,"Shangri-La's Eros Hotel, 19, Ashoka Road, Janpath, New Delhi","Shangri La's - Eros hotel, Janpath",Chinese,5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,65,India
7297,Sorrento - Shangri-La's - Eros Hotel,New Delhi,"Shangri-La's Eros Hotel, 19, Ashoka Road, Janpath, New Delhi","Shangri La's - Eros hotel, Janpath","Seafood, Italian",5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,66,India
7298,Mister Chai - Shangri-La's - Eros Hotel,New Delhi,"Shangri-La's Eros Hotel, 19, Ashoka Road, Connaught Place, New Delhi","Shangri La's - Eros hotel, Janpath","Tea, Cafe",2000,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,68,India
7299,Tamra - Shangri-La's - Eros Hotel,New Delhi,"Shangri-La's Eros Hotel, 19, Ashoka Road, Janpath, New Delhi","Shangri La's - Eros hotel, Janpath","North Indian, Continental, European, Chinese, Thai",3800,Indian Rupees(Rs.),Yes,No,No,No,4,4.3,Green,Very Good,400,India
